bath,balcony,price,total_sqft_float,bhk,sqrt_per_room,price_per_square
2.0,2.0,106.0,1418.0,2,709.0,7475.317348377997
2.0,2.0,104.0,1418.0,2,709.0,7334.273624823695
2.0,2.0,105.0,1418.0,2,709.0,7404.795486600846
2.0,2.0,104.0,1418.0,2,709.0,7334.273624823695
2.0,2.0,106.0,1418.0,2,709.0,7475.317348377997
2.0,2.0,105.0,1418.0,2,709.0,7404.795486600846
2.0,2.0,105.0,1418.0,2,709.0,7404.795486600846
2.0,2.0,105.0,1400.0,2,700.0,7500.0
2.0,2.0,98.0,1297.0,2,648.5,7555.898226676947
4.0,2.0,150.0,2072.0,3,690.6666666666666,7239.382239382239
4.0,2.0,147.0,2072.0,3,690.6666666666666,7094.594594594595
4.0,2.0,156.0,2215.0,3,738.3333333333334,7042.889390519187
4.0,2.0,160.0,2215.0,3,738.3333333333334,7223.476297968397
4.0,2.0,155.0,2072.0,3,690.6666666666666,7480.694980694981
4.0,2.0,135.0,1830.0,3,610.0,7377.049180327869
4.0,2.0,154.0,2215.0,3,738.3333333333334,6952.5959367945825
4.0,2.0,152.0,2072.0,3,690.6666666666666,7335.907335907336
4.0,2.0,155.0,2072.0,3,690.6666666666666,7480.694980694981
4.0,2.0,153.0,2072.0,3,690.6666666666666,7384.169884169884
3.0,2.0,133.0,1830.0,3,610.0,7267.75956284153
4.0,2.0,154.0,2215.0,3,738.3333333333334,6952.5959367945825
4.0,2.0,157.0,2215.0,3,738.3333333333334,7088.03611738149
4.0,2.0,151.0,2072.0,3,690.6666666666666,7287.644787644787
4.0,2.0,162.0,2215.0,3,738.3333333333334,7313.769751693002
5.0,2.0,249.0,3362.0,4,840.5,7406.305770374777
1.0,0.0,30.0,650.0,1,650.0,4615.384615384615
2.0,1.0,34.46,1077.0,2,538.5,3199.6285979572885
2.0,1.0,39.5,1100.0,2,550.0,3590.909090909091
2.0,2.0,36.69,1161.0,2,580.5,3160.206718346253
2.0,3.0,36.69,1161.0,2,580.5,3160.206718346253
2.0,3.0,42.33,1378.0,3,459.3333333333333,3071.843251088534
3.0,2.0,56.0,1602.0,3,534.0,3495.6304619225966
2.0,1.0,65.0,1025.0,2,512.5,6341.463414634146
2.0,1.5843757375501535,59.0,1250.0,2,625.0,4720.0
2.0,1.5843757375501535,60.0,1300.0,2,650.0,4615.384615384615
2.0,2.0,78.0,1200.0,2,600.0,6500.0
2.0,2.0,75.0,1128.0,2,564.0,6648.936170212766
2.0,1.0,55.0,975.0,2,487.5,5641.025641025641
2.0,1.0,75.0,1330.0,2,665.0,5639.097744360903
2.0,1.0,70.0,1085.0,2,542.5,6451.612903225807
2.0,1.0,80.0,1216.0,2,608.0,6578.9473684210525
2.0,2.0,79.0,1200.0,2,600.0,6583.333333333333
2.0,2.0,80.0,1200.0,2,600.0,6666.666666666667
2.0,2.0,79.55,1200.0,2,600.0,6629.166666666667
3.0,3.0,90.0,1540.0,3,513.3333333333334,5844.1558441558445
3.0,1.5843757375501535,90.0,1540.0,3,513.3333333333334,5844.1558441558445
3.0,2.0,101.0,1584.0,3,528.0,6376.262626262626
4.0,3.0,239.0,3800.0,4,950.0,6289.473684210527
3.0,2.0,65.0,600.0,4,150.0,10833.333333333334
3.0,2.0,65.0,600.0,4,150.0,10833.333333333334
1.0,0.0,95.0,660.0,1,660.0,14393.939393939394
1.0,0.0,241.0,1675.0,1,1675.0,14388.059701492537
5.0,0.0,80.0,570.0,5,114.0,14035.087719298246
2.0,0.0,76.0,660.0,2,330.0,11515.151515151516
2.0,1.0,60.0,1150.0,2,575.0,5217.391304347826
3.0,2.0,117.0,1998.0,3,666.0,5855.855855855856
2.0,2.0,40.0,250.0,1,250.0,16000.0
2.0,2.0,59.8,1165.0,2,582.5,5133.0472103004295
2.0,2.0,55.0,1050.0,2,525.0,5238.0952380952385
2.0,2.0,55.0,1100.0,2,550.0,5000.0
2.0,1.0,87.0,1500.0,3,500.0,5800.0
2.0,2.0,65.0,1357.0,3,452.3333333333333,4789.977892409727
3.0,1.0,87.0,1500.0,3,500.0,5800.0
7.0,2.0,400.0,7500.0,7,1071.4285714285713,5333.333333333333
2.0,0.0,55.0,1200.0,2,600.0,4583.333333333333
2.0,1.0,56.7,1255.0,2,627.5,4517.92828685259
2.0,1.0,72.0,1098.0,2,549.0,6557.377049180328
2.0,1.0,82.0,1239.0,2,619.5,6618.240516545601
2.0,1.0,82.0,1246.0,2,623.0,6581.0593900481545
2.0,1.0,60.0,1027.0,2,513.5,5842.259006815969
2.0,1.0,68.62,1027.0,2,513.5,6681.596884128529
2.0,1.0,60.0,992.0,2,496.0,6048.387096774193
2.0,1.0,67.0,1027.0,2,513.5,6523.855890944498
3.0,3.0,95.0,1500.0,3,500.0,6333.333333333333
3.0,2.0,112.0,1779.0,3,593.0,6295.6717256885895
3.0,1.0,100.0,1586.0,3,528.6666666666666,6305.170239596469
3.0,1.0,90.0,1354.0,3,451.3333333333333,6646.971935007386
3.0,3.0,100.0,1500.0,3,500.0,6666.666666666667
3.0,1.0,94.0,1416.0,3,472.0,6638.418079096045
2.0,1.0,95.0,1459.0,3,486.3333333333333,6511.3091158327625
2.0,1.0,79.0,1240.0,3,413.3333333333333,6370.967741935484
2.0,1.0,95.0,1441.0,3,480.3333333333333,6592.64399722415
2.0,1.0,83.0,1240.0,3,413.3333333333333,6693.548387096775
3.0,1.0,85.86,1354.0,3,451.3333333333333,6341.211225997045
2.0,1.0,60.0,1100.0,4,275.0,5454.545454545455
2.0,1.0,35.56,1270.0,3,423.3333333333333,2800.0
3.0,1.0,110.0,1650.0,3,550.0,6666.666666666667
6.0,0.0,85.0,1200.0,6,200.0,7083.333333333333
1.0,1.0,75.0,1000.0,2,500.0,7500.0
4.0,3.0,80.0,1000.0,5,200.0,8000.0
2.0,2.0,60.0,1145.0,3,381.6666666666667,5240.174672489083
3.0,2.0,68.29,1630.0,3,543.3333333333334,4189.57055214724
2.0,2.0,60.33,1440.0,3,480.0,4189.583333333333
5.0,1.0,130.0,1200.0,5,240.0,10833.333333333334
2.0,0.0,82.0,1200.0,2,600.0,6833.333333333333
2.0,1.5843757375501535,120.0,1275.0,2,637.5,9411.764705882353
2.0,3.0,120.0,1255.0,2,627.5,9561.752988047809
3.0,2.0,215.0,2135.0,3,711.6666666666666,10070.257611241217
2.0,2.0,125.0,1500.0,3,500.0,8333.333333333334
3.0,3.0,185.0,2000.0,3,666.6666666666666,9250.0
3.0,2.0,170.0,2135.0,3,711.6666666666666,7962.529274004683
4.0,0.0,170.0,2500.0,4,625.0,6800.0
4.0,3.0,150.0,1200.0,5,240.0,12500.0
8.0,1.0,210.0,2300.0,9,255.55555555555554,9130.434782608696
2.0,0.0,40.0,935.0,2,467.5,4278.07486631016
2.0,1.0,67.0,1300.0,3,433.3333333333333,5153.846153846154
1.0,1.0,70.0,1050.0,1,1050.0,6666.666666666667
6.0,2.0,160.0,1200.0,6,200.0,13333.333333333334
1.0,1.0,36.0,661.0,1,661.0,5446.293494704993
2.0,2.0,45.0,1143.0,2,571.5,3937.0078740157483
2.0,2.0,45.0,1020.0,2,510.0,4411.764705882353
2.0,0.0,45.0,1101.0,2,550.5,4087.193460490463
2.0,2.0,47.0,1175.0,2,587.5,4000.0
2.0,3.0,45.0,1008.0,2,504.0,4464.285714285715
2.0,1.0,49.0,1150.0,2,575.0,4260.869565217391
2.0,2.0,44.0,1200.0,2,600.0,3666.6666666666665
2.0,1.0,39.71,993.0,2,496.5,3998.9929506545823
2.0,1.0,45.0,1045.0,2,522.5,4306.2200956937795
2.0,2.0,37.93,850.0,2,425.0,4462.35294117647
2.0,1.0,43.55,1089.0,2,544.5,3999.0817263544536
2.0,2.0,48.0,1279.0,2,639.5,3752.9319781078966
2.0,1.0,42.0,1050.0,2,525.0,4000.0
2.0,2.0,43.0,1085.0,2,542.5,3963.1336405529955
2.0,1.0,47.0,1175.0,2,587.5,4000.0
2.0,1.0,47.0,1175.0,2,587.5,4000.0
2.0,1.0,53.0,1325.0,2,662.5,4000.0
2.0,2.0,35.0,850.0,2,425.0,4117.64705882353
2.0,1.0,45.36,1134.0,2,567.0,4000.0
2.0,2.0,45.0,1090.0,2,545.0,4128.440366972477
2.0,1.0,42.0,1050.0,2,525.0,4000.0
2.0,1.0,48.0,1123.0,2,561.5,4274.2653606411395
2.0,0.0,35.0,938.0,2,469.0,3731.3432835820895
1.0,2.0,45.0,1100.0,2,550.0,4090.909090909091
2.0,1.0,47.0,1125.0,2,562.5,4177.777777777777
2.0,2.0,45.0,1160.0,2,580.0,3879.310344827586
2.0,1.0,53.55,1190.0,2,595.0,4500.0
2.0,1.0,48.0,1125.0,2,562.5,4266.666666666667
2.0,1.0,42.59,1065.0,2,532.5,3999.06103286385
2.0,1.0,46.76,1075.0,2,537.5,4349.767441860465
2.0,1.0,40.6,1155.0,2,577.5,3515.151515151515
2.0,1.0,40.08,1002.0,2,501.0,4000.0
2.0,1.0,40.08,1002.0,2,501.0,4000.0
2.0,1.0,40.0,1075.0,2,537.5,3720.9302325581393
2.0,1.0,47.65,1125.0,2,562.5,4235.555555555556
2.0,2.0,55.0,1300.0,2,650.0,4230.7692307692305
2.0,1.0,45.0,980.0,2,490.0,4591.836734693878
2.0,1.0,47.0,1125.0,2,562.5,4177.777777777777
2.0,2.0,47.0,1175.0,2,587.5,4000.0
2.0,2.0,48.0,1213.0,2,606.5,3957.131079967024
2.0,2.0,35.0,900.0,2,450.0,3888.8888888888887
2.0,1.0,42.6,1065.0,2,532.5,4000.0
2.0,1.0,47.0,1125.0,2,562.5,4177.777777777777
2.0,1.0,45.0,1107.0,2,553.5,4065.040650406504
2.0,1.0,55.0,1200.0,2,600.0,4583.333333333333
2.0,1.0,50.0,1120.0,2,560.0,4464.285714285715
2.0,1.0,46.0,1150.0,2,575.0,4000.0
2.0,1.0,42.0,1050.0,2,525.0,4000.0
2.0,1.0,48.0,1125.0,2,562.5,4266.666666666667
2.0,2.0,39.5,1000.0,2,500.0,3950.0
1.0,2.0,45.0,1125.0,2,562.5,4000.0
2.0,1.0,47.0,1125.0,2,562.5,4177.777777777777
1.0,0.0,42.09,1165.0,2,582.5,3612.8755364806866
2.0,2.0,55.0,1260.0,2,630.0,4365.079365079365
2.0,2.0,53.36,1284.0,2,642.0,4155.763239875389
2.0,1.0,45.99,1150.0,2,575.0,3999.1304347826085
2.0,1.0,46.76,1075.0,2,537.5,4349.767441860465
2.0,3.0,62.0,1440.0,3,480.0,4305.555555555556
2.0,2.0,39.73,1135.0,3,378.3333333333333,3500.440528634361
2.0,2.0,62.55,1390.0,3,463.3333333333333,4500.0
2.0,1.0,56.0,1330.0,3,443.3333333333333,4210.526315789473
2.0,2.0,60.47,1390.0,3,463.3333333333333,4350.359712230216
3.0,3.0,66.68,1617.0,3,539.0,4123.685837971553
2.0,1.0,56.0,1330.0,3,443.3333333333333,4210.526315789473
2.0,2.0,48.48,1385.0,3,461.6666666666667,3500.361010830325
2.0,2.0,46.55,1330.0,3,443.3333333333333,3500.0
2.0,1.0,47.0,1330.0,3,443.3333333333333,3533.8345864661655
2.0,1.0,57.0,1345.0,3,448.3333333333333,4237.918215613383
2.0,2.0,46.55,1330.0,3,443.3333333333333,3500.0
2.0,1.0,68.27,1845.0,3,615.0,3700.271002710027
2.0,2.0,64.0,1425.0,3,475.0,4491.228070175439
2.0,1.0,55.0,1300.0,3,433.3333333333333,4230.7692307692305
2.0,1.0,55.0,1250.0,3,416.6666666666667,4400.0
3.0,1.0,50.0,1200.0,3,400.0,4166.666666666667
2.0,2.0,53.0,1350.0,3,450.0,3925.925925925926
2.0,2.0,52.85,1215.0,3,405.0,4349.794238683127
3.0,0.0,51.19,1312.5,3,437.5,3900.190476190476
2.0,2.0,60.0,1300.0,3,433.3333333333333,4615.384615384615
2.0,2.0,59.6,1490.0,3,496.6666666666667,4000.0
2.0,3.0,61.2,1360.0,3,453.3333333333333,4500.0
2.0,3.0,47.24,1350.0,3,450.0,3499.259259259259
2.0,3.0,55.44,1320.0,3,440.0,4200.0
2.0,2.0,61.16,1390.0,3,463.3333333333333,4400.0
2.0,1.0,56.0,1329.0,3,443.0,4213.694507148231
2.0,1.0,47.0,1345.0,3,448.3333333333333,3494.4237918215613
2.0,2.0,44.98,1285.0,3,428.3333333333333,3500.3891050583657
2.0,1.0,47.0,1300.0,3,433.3333333333333,3615.3846153846152
2.0,3.0,62.55,1390.0,3,463.3333333333333,4500.0
2.0,2.0,59.6,1490.0,3,496.6666666666667,4000.0
2.0,2.0,48.48,1385.0,3,461.6666666666667,3500.361010830325
2.0,2.0,60.0,1280.0,3,426.6666666666667,4687.5
2.0,1.0,58.0,1480.0,3,493.3333333333333,3918.9189189189187
2.0,1.0,57.0,1330.0,3,443.3333333333333,4285.714285714285
3.0,3.0,74.0,1560.0,3,520.0,4743.589743589743
2.0,1.0,50.0,1250.0,3,416.6666666666667,4000.0
2.0,2.0,55.44,1320.0,3,440.0,4200.0
2.0,2.0,50.19,1255.0,3,418.3333333333333,3999.203187250996
2.0,3.0,50.19,1255.0,3,418.3333333333333,3999.203187250996
2.0,2.0,42.59,1065.0,3,355.0,3999.06103286385
2.0,2.0,47.59,1360.0,3,453.3333333333333,3499.264705882353
2.0,2.0,52.85,1215.0,3,405.0,4349.794238683127
3.0,2.0,58.0,1590.0,3,530.0,3647.7987421383646
2.0,2.0,47.24,1350.0,3,450.0,3499.259259259259
2.0,1.0,50.0,1250.0,3,416.6666666666667,4000.0
3.0,1.0,60.0,1580.0,3,526.6666666666666,3797.46835443038
2.0,3.0,39.73,1135.0,3,378.3333333333333,3500.440528634361
2.0,2.0,47.24,1350.0,3,450.0,3499.259259259259
2.0,3.0,50.0,1250.0,3,416.6666666666667,4000.0
2.0,2.0,50.0,1250.0,3,416.6666666666667,4000.0
2.0,2.0,47.59,1360.0,3,453.3333333333333,3499.264705882353
2.0,2.0,47.59,1360.0,3,453.3333333333333,3499.264705882353
2.0,2.0,62.82,1525.0,3,508.3333333333333,4119.3442622950815
3.0,2.0,57.0,1590.0,3,530.0,3584.9056603773583
2.0,2.0,46.55,1330.0,3,443.3333333333333,3500.0
2.0,3.0,59.0,1475.0,3,491.6666666666667,4000.0
2.0,2.0,46.55,1330.0,3,443.3333333333333,3500.0
2.0,2.0,50.0,1250.0,3,416.6666666666667,4000.0
2.0,2.0,55.25,1270.0,3,423.3333333333333,4350.393700787402
2.0,1.0,55.25,1270.0,3,423.3333333333333,4350.393700787402
2.0,2.0,46.45,1330.0,3,443.3333333333333,3492.4812030075186
3.0,1.0,68.0,1500.0,3,500.0,4533.333333333333
2.0,1.0,58.0,1330.0,3,443.3333333333333,4360.902255639097
3.0,2.0,57.0,1590.0,3,530.0,3584.9056603773583
2.0,1.0,57.0,1345.0,3,448.3333333333333,4237.918215613383
2.0,1.0,57.0,1345.0,3,448.3333333333333,4237.918215613383
2.0,2.0,59.6,1490.0,3,496.6666666666667,4000.0
2.0,2.0,43.58,1245.0,3,415.0,3500.401606425703
2.0,3.0,53.0,1308.0,3,436.0,4051.987767584098
3.0,2.0,57.0,1590.0,3,530.0,3584.9056603773583
2.0,1.0,57.0,1330.0,3,443.3333333333333,4285.714285714285
2.0,2.0,48.48,1385.0,3,461.6666666666667,3500.361010830325
2.0,3.0,56.12,1290.0,3,430.0,4350.387596899225
2.0,1.0,56.0,1328.0,3,442.6666666666667,4216.8674698795185
2.0,2.0,56.12,1290.0,3,430.0,4350.387596899225
3.0,2.0,57.0,1590.0,3,530.0,3584.9056603773583
2.0,1.0,57.0,1345.0,3,448.3333333333333,4237.918215613383
4.0,0.0,150.0,4500.0,4,1125.0,3333.3333333333335
6.0,2.0,303.0,3600.0,6,600.0,8416.666666666666
6.0,1.0,125.0,1680.0,6,280.0,7440.476190476191
2.0,2.0,100.0,1190.0,2,595.0,8403.361344537816
2.0,1.0,55.0,775.0,2,387.5,7096.774193548387
2.0,2.0,55.0,1133.0,2,566.5,4854.368932038835
2.0,1.0,44.0,1000.0,2,500.0,4400.0
3.0,3.0,85.0,2108.0,3,702.6666666666666,4032.2580645161293
2.0,2.0,110.0,1353.0,2,676.5,8130.081300813008
2.0,2.0,110.0,1353.0,2,676.5,8130.081300813008
2.0,2.0,110.0,1353.0,3,451.0,8130.081300813008
3.0,2.0,85.0,1750.0,3,583.3333333333334,4857.142857142857
5.0,2.0,120.0,2500.0,5,500.0,4800.0
3.0,3.0,85.0,1610.0,3,536.6666666666666,5279.503105590062
4.0,1.5843757375501535,200.0,2300.0,4,575.0,8695.652173913044
5.0,2.0,420.0,4800.0,4,1200.0,8750.0
4.0,3.0,420.0,4800.0,4,1200.0,8750.0
1.0,1.0,30.0,551.0,1,551.0,5444.64609800363
2.0,1.0,54.0,945.0,2,472.5,5714.285714285715
3.0,2.0,79.0,1432.0,3,477.3333333333333,5516.7597765363125
2.0,1.0,62.0,1334.0,2,667.0,4647.67616191904
4.0,1.0,103.0,2000.0,5,400.0,5150.0
4.0,1.0,99.0,2000.0,5,400.0,4950.0
2.0,2.0,43.5,1088.0,2,544.0,3998.1617647058824
2.0,3.0,55.0,1280.0,3,426.6666666666667,4296.875
6.0,2.0,560.0,7000.0,6,1166.6666666666667,8000.0
2.0,2.0,44.0,1160.0,2,580.0,3793.103448275862
2.0,2.0,42.0,1024.0,2,512.0,4101.5625
2.0,2.0,40.0,1125.0,2,562.5,3555.5555555555557
2.0,2.0,40.0,1112.0,2,556.0,3597.122302158273
2.0,2.0,45.35,1055.0,2,527.5,4298.578199052133
2.0,1.5843757375501535,65.0,1280.0,2,640.0,5078.125
2.0,2.0,36.0,977.0,2,488.5,3684.74923234391
2.0,2.0,41.88,1111.0,2,555.5,3769.57695769577
2.0,3.0,55.5,1140.0,2,570.0,4868.421052631579
2.0,2.0,39.9,1140.0,2,570.0,3500.0
2.0,2.0,48.0,1090.0,2,545.0,4403.6697247706425
2.0,1.0,60.0,1210.0,2,605.0,4958.677685950413
2.0,2.0,46.0,1070.0,2,535.0,4299.065420560748
2.0,1.0,34.0,965.0,2,482.5,3523.316062176166
2.0,2.0,44.24,1120.0,2,560.0,3950.0
2.0,1.0,45.0,1085.0,2,542.5,4147.465437788019
2.0,2.0,47.0,1250.0,2,625.0,3760.0
2.0,1.0,60.0,1155.0,2,577.5,5194.805194805195
2.0,2.0,55.0,1180.0,2,590.0,4661.016949152542
2.0,1.0,40.65,1045.0,2,522.5,3889.9521531100477
2.0,1.0,64.15,1210.0,2,605.0,5301.652892561984
2.0,3.0,38.0,1105.0,2,552.5,3438.914027149321
2.0,1.0,85.0,1760.0,2,880.0,4829.545454545455
2.0,2.0,54.0,1210.0,2,605.0,4462.809917355372
2.0,2.0,40.0,1112.0,2,556.0,3597.122302158273
3.0,2.0,65.99,1535.0,3,511.6666666666667,4299.022801302931
3.0,1.5843757375501535,71.0,1250.0,3,416.6666666666667,5680.0
3.0,1.0,67.75,1200.0,3,400.0,5645.833333333333
3.0,2.0,71.0,1450.0,3,483.3333333333333,4896.551724137931
2.0,3.0,79.0,1395.0,3,465.0,5663.082437275985
2.0,3.0,61.0,1520.0,3,506.6666666666667,4013.157894736842
2.0,2.0,60.0,1520.0,3,506.6666666666667,3947.3684210526317
3.0,2.0,69.43,1615.0,3,538.3333333333334,4299.071207430341
3.0,2.0,63.2,1600.0,3,533.3333333333334,3950.0
3.0,2.0,71.58,1665.0,3,555.0,4299.0990990990995
5.0,2.0,300.0,4500.0,4,1125.0,6666.666666666667
4.0,0.0,65.0,1000.0,5,200.0,6500.0
2.0,2.0,42.7,1050.0,2,525.0,4066.6666666666665
2.0,2.0,52.76,1255.0,2,627.5,4203.98406374502
2.0,2.0,49.11,1140.0,2,570.0,4307.894736842105
2.0,2.0,58.0,1247.0,3,415.6666666666667,4651.162790697675
2.0,2.0,30.47,1033.0,3,344.3333333333333,2949.6611810261375
2.0,1.0,64.0,1330.0,2,665.0,4812.0300751879695
2.0,1.0,36.28,1037.0,2,518.5,3498.553519768563
3.0,0.0,500.0,3025.0,3,1008.3333333333334,16528.92561983471
4.0,1.0,528.0,2328.0,4,582.0,22680.41237113402
3.0,0.0,650.0,2295.0,6,382.5,28322.44008714597
1.0,1.0,44.0,900.0,2,450.0,4888.888888888889
3.0,2.0,76.0,1600.0,3,533.3333333333334,4750.0
2.0,2.0,40.0,1022.0,2,511.0,3913.894324853229
2.0,1.0,39.73,1135.0,2,567.5,3500.440528634361
2.0,1.0,34.82,995.0,2,497.5,3499.497487437186
2.0,1.0,34.82,995.0,2,497.5,3499.497487437186
2.0,1.0,36.28,1037.0,2,518.5,3498.553519768563
2.0,1.0,34.22,978.0,2,489.0,3498.9775051124743
2.0,1.0,36.28,1037.0,2,518.5,3498.553519768563
3.0,2.0,60.0,1400.0,3,466.6666666666667,4285.714285714285
2.0,2.0,34.82,995.0,3,331.6666666666667,3499.497487437186
6.0,2.0,65.0,600.0,6,100.0,10833.333333333334
2.0,1.0,37.8,1080.0,2,540.0,3499.9999999999995
5.0,2.0,120.0,2400.0,5,480.0,5000.0
3.0,0.0,72.0,1500.0,3,500.0,4800.0
4.0,3.0,264.0,3000.0,4,750.0,8800.0
2.0,2.0,100.0,1800.0,3,600.0,5555.555555555556
2.0,2.0,45.0,950.0,2,475.0,4736.8421052631575
3.0,1.5843757375501535,57.0,1488.0,3,496.0,3830.6451612903224
2.0,1.0,50.0,1250.0,2,625.0,4000.0
2.0,1.0,55.0,1250.0,2,625.0,4400.0
1.0,1.0,42.0,595.0,1,595.0,7058.823529411765
1.0,1.0,42.0,596.0,1,596.0,7046.979865771812
3.0,0.0,350.0,5720.0,3,1906.6666666666667,6118.881118881119
2.0,1.0,260.0,2700.0,3,900.0,9629.62962962963
2.0,1.0,285.0,3080.0,4,770.0,9253.246753246753
2.0,1.0,24.0,625.0,2,312.5,3840.0
1.0,0.0,20.0,600.0,1,600.0,3333.3333333333335
3.0,3.0,85.0,1545.0,3,515.0,5501.6181229773465
3.0,3.0,270.0,2020.0,3,673.3333333333334,13366.336633663366
4.0,2.0,400.0,3700.0,4,925.0,10810.81081081081
2.0,2.0,47.0,1225.0,2,612.5,3836.734693877551
4.0,1.0,100.0,1200.0,5,240.0,8333.333333333334
2.0,0.0,125.0,1603.0,3,534.3333333333334,7797.878976918279
4.0,1.0,80.0,2150.0,4,537.5,3720.9302325581393
2.0,1.0,129.0,1300.0,2,650.0,9923.076923076924
2.0,1.0,115.0,1115.0,2,557.5,10313.90134529148
3.0,1.0,165.0,1650.0,3,550.0,10000.0
2.0,2.0,32.0,1100.0,2,550.0,2909.090909090909
2.0,0.0,280.0,3760.0,2,1880.0,7446.808510638298
3.0,1.0,98.0,875.0,6,145.83333333333334,11200.0
2.0,2.0,55.0,1200.0,2,600.0,4583.333333333333
2.0,2.0,55.0,1060.0,2,530.0,5188.679245283019
2.0,1.0,54.0,1100.0,2,550.0,4909.090909090909
2.0,1.0,54.0,1100.0,2,550.0,4909.090909090909
2.0,1.5843757375501535,40.0,945.0,2,472.5,4232.804232804233
2.0,1.0,54.0,1100.0,2,550.0,4909.090909090909
2.0,2.0,52.0,1200.0,2,600.0,4333.333333333333
2.0,1.0,50.0,1050.0,2,525.0,4761.9047619047615
2.0,1.0,50.0,1188.0,2,594.0,4208.754208754209
2.0,2.0,60.5,1200.0,2,600.0,5041.666666666667
2.0,2.0,67.0,1485.0,3,495.0,4511.784511784512
2.0,0.0,70.0,1440.0,3,480.0,4861.111111111111
2.0,2.0,65.0,1200.0,3,400.0,5416.666666666667
2.0,1.0,75.0,1100.0,3,366.6666666666667,6818.181818181818
2.0,2.0,72.0,1100.0,3,366.6666666666667,6545.454545454545
4.0,0.0,90.0,1200.0,4,300.0,7500.0
6.0,1.0,225.0,2640.0,5,528.0,8522.727272727272
5.0,3.0,70.0,774.0,5,154.8,9043.92764857881
6.0,3.0,110.0,1060.0,6,176.66666666666666,10377.358490566037
7.0,3.0,130.0,1200.0,8,150.0,10833.333333333334
9.0,2.0,100.0,1200.0,9,133.33333333333334,8333.333333333334
2.0,2.0,55.0,1200.0,2,600.0,4583.333333333333
2.0,2.0,47.0,1100.0,2,550.0,4272.727272727273
2.0,2.0,58.0,1110.0,2,555.0,5225.225225225226
4.0,2.0,90.0,1050.0,4,262.5,8571.42857142857
7.0,0.0,160.0,2300.0,6,383.3333333333333,6956.521739130435
2.0,2.0,62.0,1400.0,3,466.6666666666667,4428.571428571428
2.0,2.0,70.0,1374.0,3,458.0,5094.614264919942
2.0,3.0,85.0,1605.0,3,535.0,5295.95015576324
2.0,1.0,68.0,1200.0,3,400.0,5666.666666666667
6.0,2.0,460.0,4000.0,6,666.6666666666666,11500.0
2.0,1.0,48.0,1100.0,2,550.0,4363.636363636364
1.0,1.0,40.0,606.0,1,606.0,6600.660066006601
1.0,1.0,40.0,492.0,1,492.0,8130.081300813008
2.0,2.0,65.0,1180.0,2,590.0,5508.474576271186
2.0,0.0,60.0,989.0,2,494.5,6066.734074823054
2.0,2.0,62.0,1200.0,2,600.0,5166.666666666667
2.0,0.0,45.0,864.0,2,432.0,5208.333333333333
2.0,2.0,60.0,920.0,2,460.0,6521.739130434783
2.0,1.0,58.0,1019.0,2,509.5,5691.854759568204
3.0,2.0,110.0,1704.0,3,568.0,6455.399061032864
3.0,1.0,129.0,1933.0,3,644.3333333333334,6673.564407656492
3.0,0.0,100.0,1450.0,3,483.3333333333333,6896.551724137931
3.0,2.0,121.0,1826.0,3,608.6666666666666,6626.506024096386
3.0,1.0,116.0,1739.0,3,579.6666666666666,6670.500287521564
3.0,2.0,100.0,1490.0,3,496.6666666666667,6711.4093959731545
2.0,1.0,103.0,1520.0,3,506.6666666666667,6776.315789473684
3.0,1.0,117.0,1749.0,3,583.0,6689.536878216123
2.0,2.0,75.0,1300.0,3,433.3333333333333,5769.2307692307695
3.0,2.0,136.0,2047.0,3,682.3333333333334,6643.869076697606
2.0,1.0,75.0,1200.0,3,400.0,6250.0
4.0,3.0,95.0,750.0,5,150.0,12666.666666666666
4.0,1.0,72.0,600.0,8,75.0,12000.0
5.0,1.0,150.0,1200.0,4,300.0,12500.0
2.0,2.0,71.95,1290.0,2,645.0,5577.519379844961
3.0,3.0,91.86,1670.0,3,556.6666666666666,5500.5988023952095
2.0,2.0,38.0,950.0,2,475.0,4000.0
2.0,2.0,47.0,1275.0,2,637.5,3686.274509803922
1.0,2.0,36.5,705.0,1,705.0,5177.304964539007
3.0,2.0,95.0,1758.0,3,586.0,5403.86803185438
4.0,1.5843757375501535,170.0,2700.0,5,540.0,6296.2962962962965
2.0,2.0,52.0,1200.0,2,600.0,4333.333333333333
2.0,2.0,51.0,1145.0,2,572.5,4454.14847161572
2.0,2.0,56.81,1196.0,2,598.0,4750.0
2.0,2.0,49.75,1215.0,3,405.0,4094.650205761317
3.0,1.0,42.2,1215.0,3,405.0,3473.251028806584
2.0,2.0,68.0,1130.0,2,565.0,6017.699115044248
2.0,1.0,55.0,1075.0,2,537.5,5116.279069767442
1.0,1.0,30.0,750.0,1,750.0,4000.0
3.0,0.0,90.0,2000.0,4,500.0,4500.0
6.0,0.0,92.0,2100.0,6,350.0,4380.952380952381
6.0,0.0,230.0,4000.0,6,666.6666666666666,5750.0
7.0,2.0,225.0,4000.0,7,571.4285714285714,5625.0
2.0,1.0,50.0,1050.0,2,525.0,4761.9047619047615
3.0,2.0,120.0,2159.0,3,719.6666666666666,5558.12876331635
3.0,2.0,120.0,2159.0,3,719.6666666666666,5558.12876331635
4.0,0.0,99.0,1650.0,4,412.5,6000.0
3.0,2.0,80.0,900.0,5,180.0,8888.888888888889
2.0,2.0,30.0,770.0,2,385.0,3896.103896103896
2.0,3.0,36.0,910.0,2,455.0,3956.043956043956
